feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105337130	LOC105337130	uncharacterized LOC105337130	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343515	LOC105343515	uncharacterized LOC105343515	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272206	LOC136272206	uncharacterized LOC136272206	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274345	LOC136274345	uncharacterized protein KIAA1958-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322914	LOC105322914	uncharacterized LOC105322914	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337897	LOC105337897	VWFA and cache domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343800	LOC105343800	uncharacterized LOC105343800	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328861	LOC105328861	putative universal stress protein SH1215	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321737	LOC105321737	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339744	LOC105339744	P2X purinoceptor 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276262	LOC136276262	uncharacterized LOC136276262	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320898	LOC105320898	low-density lipoprotein receptor-related protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274158	LOC136274158	uncharacterized LOC136274158	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344929	LOC105344929	uncharacterized LOC105344929	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342336	LOC105342336	uncharacterized LOC105342336	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325265	LOC105325265	uncharacterized LOC105325265	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339460	LOC105339460	uncharacterized LOC105339460	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319864	LOC105319864	uncharacterized LOC105319864	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327373	LOC105327373	sperm-specific sodium:proton exchanger	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689844	LOC117689844	microfibril-associated glycoprotein 4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331321	LOC105331321	WD repeat-containing protein 17	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326231	LOC105326231	uncharacterized LOC105326231	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686993	LOC117686993	cell adhesion molecule DSCAML1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322434	LOC105322434	uncharacterized LOC105322434	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681556	LOC117681556	blastula protease 10-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318169	LOC105318169	metal cation symporter ZIP14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332344	LOC105332344	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275257	LOC136275257	myeloid differentiation primary response protein MyD88-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271595	LOC136271595	uncharacterized LOC136271595	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683539	LOC117683539	carboxylesterase 1C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346855	LOC105346855	uncharacterized LOC105346855	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334074	LOC105334074	uncharacterized LOC105334074	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692778	LOC117692778	nuclear apoptosis-inducing factor 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681567	LOC117681567	MAM and LDL-receptor class A domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337630	LOC105337630	uncharacterized LOC105337630	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272620	LOC136272620	heat shock 70 kDa protein 12A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680512	LOC117680512	uncharacterized LOC117680512	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341558	LOC105341558	neprilysin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325218	LOC105325218	fibril-forming collagen alpha chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340972	LOC105340972	uncharacterized LOC105340972	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617356	LOC109617356	uncharacterized LOC109617356	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692869	LOC117692869	N-lysine methyltransferase KMT5A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687912	LOC117687912	uncharacterized LOC117687912	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683933	LOC117683933	uncharacterized LOC117683933	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346486	LOC105346486	uncharacterized LOC105346486	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117693002	LOC117693002	uncharacterized LOC117693002	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338279	LOC105338279	leucine-rich repeat-containing protein 74A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331471	LOC105331471	Heat shock protein beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336490	LOC105336490	dynein axonemal heavy chain 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274853	LOC136274853	uncharacterized LOC136274853	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328333	LOC105328333	17-beta-hydroxysteroid dehydrogenase type 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317051	LOC105317051	uncharacterized LOC105317051	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328063	LOC105328063	putative inhibitor of apoptosis	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338180	LOC105338180	uncharacterized LOC105338180	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272911	LOC136272911	ralA-binding protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269857	LOC136269857	heat shock 70 kDa protein 12A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325460	LOC105325460	uncharacterized LOC105325460	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680396	LOC117680396	uncharacterized LOC117680396	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328992	LOC105328992	baculoviral IAP repeat-containing protein 7-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339793	LOC105339793	clumping factor A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317992	LOC105317992	nascent polypeptide-associated complex subunit alpha, muscle-specific form	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269616	LOC136269616	uncharacterized LOC136269616	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683277	LOC117683277	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682168	LOC117682168	uncharacterized LOC117682168	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273951	LOC136273951	uncharacterized LOC136273951	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322749	LOC105322749	uncharacterized LOC105322749	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692516	LOC117692516	protein ABHD15-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323545	LOC105323545	uncharacterized LOC105323545	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324811	LOC105324811	copine-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346180	LOC105346180	collagen alpha-2(IV) chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319391	LOC105319391	uncharacterized LOC105319391	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322873	LOC105322873	uncharacterized LOC105322873	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348250	LOC105348250	protogenin B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347339	LOC105347339	uncharacterized LOC105347339	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343716	LOC105343716	uncharacterized LOC105343716	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333665	LOC105333665	uncharacterized LOC105333665	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272239	LOC136272239	uncharacterized LOC136272239	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620969	LOC109620969	uncharacterized LOC109620969	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685834	LOC117685834	nuclear apoptosis-inducing factor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274041	LOC136274041	uncharacterized LOC136274041	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273853	LOC136273853	uncharacterized LOC136273853	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329131	LOC105329131	tumor susceptibility gene 101 protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690202	LOC117690202	uncharacterized LOC117690202	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324669	LOC105324669	uncharacterized LOC105324669	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687551	LOC117687551	uncharacterized LOC117687551	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270827	LOC136270827	sulfotransferase 1C4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686619	LOC117686619	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273741	LOC136273741	uncharacterized LOC136273741	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272700	LOC136272700	myomesin-3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274171	LOC136274171	putative nuclease HARBI1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271054	LOC136271054	uncharacterized LOC136271054	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340959	LOC105340959	uncharacterized LOC105340959	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683182	LOC117683182	beta-galactosidase-1-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337016	LOC105337016	protein c-Fos	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334427	LOC105334427	metabotropic glutamate receptor 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321429	LOC105321429	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272071	LOC136272071	uncharacterized LOC136272071	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688213	LOC117688213	uncharacterized LOC117688213	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275097	LOC136275097	uncharacterized LOC136275097	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345796	LOC105345796	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689409	LOC117689409	uncharacterized LOC117689409	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330979	LOC105330979	uncharacterized LOC105330979	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692202	LOC117692202	uncharacterized LOC117692202	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271412	LOC136271412	uncharacterized LOC136271412	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274932	LOC136274932	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272418	LOC136272418	uncharacterized LOC136272418	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330843	LOC105330843	uncharacterized LOC105330843	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686547	LOC117686547	heat shock 70 kDa protein cognate 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692123	LOC117692123	uncharacterized LOC117692123	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343071	LOC105343071	tubulin beta chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334130	LOC105334130	MFS-type transporter SLC18B1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272562	LOC136272562	uncharacterized LOC136272562	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109621173	LOC109621173	uncharacterized LOC109621173	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345459	LOC105345459	glycine receptor subunit alphaZ1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692604	LOC117692604	ras-like GTP-binding protein Rho1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331460	LOC105331460	organic cation transporter protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338758	LOC105338758	uncharacterized LOC105338758	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341099	LOC105341099	uncharacterized LOC105341099	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272735	LOC136272735	uncharacterized LOC136272735	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346307	LOC105346307	Pleckstrin-like protein domain-containing family G member 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272189	LOC136272189	uncharacterized LOC136272189	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318918	LOC105318918	uncharacterized LOC105318918	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327722	LOC105327722	uncharacterized LOC105327722	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269718	LOC136269718	uncharacterized LOC136269718	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343977	LOC105343977	uncharacterized LOC105343977	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341932	LOC105341932	uncharacterized LOC105341932	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275428	LOC136275428	uncharacterized LOC136275428	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683594	LOC117683594	uncharacterized LOC117683594	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340962	LOC105340962	uncharacterized LOC105340962	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619769	LOC109619769	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684894	LOC117684894	uncharacterized LOC117684894	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682538	LOC117682538	uncharacterized LOC117682538	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683526	LOC117683526	uncharacterized LOC117683526	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347506	LOC105347506	uncharacterized LOC105347506	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340308	LOC105340308	caspase-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269656	LOC136269656	prominin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337015	LOC105337015	uncharacterized LOC105337015	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329634	LOC105329634	paramyosin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342321	LOC105342321	fatty acyl-CoA reductase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335334	LOC105335334	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341021	LOC105341021	uncharacterized LOC105341021	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686596	LOC117686596	B-box type zinc finger protein ncl-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332499	LOC105332499	tenascin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334373	LOC105334373	zinc finger protein 816	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275729	LOC136275729	uncharacterized LOC136275729	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109621117	LOC109621117	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275071	LOC136275071	E3 ubiquitin-protein ligase TRIM45-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323139	LOC105323139	uncharacterized LOC105323139	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688049	LOC117688049	uncharacterized LOC117688049	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328087	LOC105328087	monocarboxylate transporter 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327476	LOC105327476	uncharacterized LOC105327476	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686767	LOC117686767	uncharacterized LOC117686767	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318125	LOC105318125	protein Smaug homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688126	LOC117688126	uncharacterized LOC117688126	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270905	LOC136270905	uncharacterized LOC136270905	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276275	LOC136276275	uncharacterized LOC136276275	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336136	LOC105336136	opsin-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321423	LOC105321423	zinc finger protein 91	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328062	LOC105328062	baculoviral IAP repeat-containing protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328475	LOC105328475	cdc42 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327615	LOC105327615	MFS-type transporter SLC18B1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322194	LOC105322194	uncharacterized LOC105322194	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332641	LOC105332641	uncharacterized LOC105332641	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327695	LOC105327695	uncharacterized LOC105327695	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680803	LOC117680803	uncharacterized LOC117680803	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337260	LOC105337260	E3 ubiquitin-protein ligase arkadia-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272669	LOC136272669	transient receptor potential cation channel subfamily V member 5-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318809	LOC105318809	uncharacterized LOC105318809	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334670	LOC105334670	cyclic nucleotide-binding domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333059	LOC105333059	tyrosine-protein phosphatase non-receptor type 23	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326900	LOC105326900	uncharacterized LOC105326900	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683845	LOC117683845	uncharacterized LOC117683845	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618431	LOC109618431	uncharacterized LOC109618431	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619441	LOC109619441	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327771	LOC105327771	E3 ubiquitin-protein ligase RNF123	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272353	LOC136272353	uncharacterized LOC136272353	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345296	LOC105345296	uncharacterized LOC105345296	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331809	LOC105331809	ADP-ribose glycohydrolase MACROD2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269959	LOC136269959	uncharacterized LOC136269959	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322695	LOC105322695	uncharacterized LOC105322695	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344395	LOC105344395	uncharacterized LOC105344395	lncRNA	GCF_963853765.1-RS_2024_06
