feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105338884	LOC105338884	uncharacterized LOC105338884	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619214	LOC109619214	uncharacterized LOC109619214	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343890	LOC105343890	radial spoke head protein 9 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275461	LOC136275461	uncharacterized LOC136275461	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682807	LOC117682807	uncharacterized LOC117682807	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325634	LOC105325634	monocarboxylate transporter 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333308	LOC105333308	uncharacterized LOC105333308	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320003	LOC105320003	WD repeat-containing protein 89	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331555	LOC105331555	cobalamin binding intrinsic factor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333859	LOC105333859	anaphase-promoting complex subunit 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327805	LOC105327805	fatty acid-binding protein homolog 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318594	LOC105318594	N-fatty-acyl-amino acid synthase/hydrolase PM20D1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346001	LOC105346001	monocarboxylate transporter 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335693	LOC105335693	uncharacterized LOC105335693	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319937	LOC105319937	beta-TrCP	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328284	LOC105328284	uncharacterized LOC105328284	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690385	LOC117690385	uncharacterized LOC117690385	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345316	LOC105345316	large ribosomal subunit protein bL20	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349059	LOC105349059	stress response protein NhaX	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343019	LOC105343019	lysocardiolipin acyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682280	LOC117682280	uncharacterized LOC117682280	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326297	LOC105326297	uncharacterized LOC105326297	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325343	LOC105325343	uncharacterized LOC105325343	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685150	LOC117685150	uncharacterized LOC117685150	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333185	LOC105333185	zinc transporter ZIP10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335734	LOC105335734	TPR repeat-containing protein DDB_G0287407	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341543	LOC105341543	uncharacterized LOC105341543	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325493	LOC105325493	carboxylesterase 1C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346203	LOC105346203	farnesyl pyrophosphate synthase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327058	LOC105327058	complement C1q-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317593	LOC105317593	uncharacterized LOC105317593	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323478	LOC105323478	uncharacterized LOC105323478	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341456	LOC105341456	phenazine biosynthesis-like domain-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328305	LOC105328305	phosphatidylserine decarboxylase proenzyme, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320444	LOC105320444	mucin-5AC	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344378	LOC105344378	dynein regulatory complex subunit 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336496	LOC105336496	uncharacterized LOC105336496	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332610	LOC105332610	tRNA wybutosine-synthesizing protein 2 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336293	LOC105336293	uncharacterized LOC105336293	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274819	LOC136274819	uncharacterized LOC136274819	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326222	LOC105326222	ankyrin repeat domain-containing protein 27	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331194	LOC105331194	uncharacterized LOC105331194	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321419	LOC105321419	uncharacterized LOC105321419	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320001	LOC105320001	XK-related protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337871	LOC105337871	thyrostimulin beta-5 subunit	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345952	LOC105345952	40-kDa huntingtin-associated protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342662	LOC105342662	insulin receptor substrate 1-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346447	LOC105346447	protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322044	LOC105322044	transcription factor CP2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340132	LOC105340132	RNA-binding protein PNO1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318635	LOC105318635	WD repeat-containing protein 25	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336836	LOC105336836	pleckstrin homology domain-containing family H member 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345776	LOC105345776	monocarboxylate transporter 9-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339640	LOC105339640	uncharacterized protein ZK1073.1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320214	LOC105320214	uncharacterized LOC105320214	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348811	LOC105348811	laminin subunit beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682911	LOC117682911	uncharacterized LOC117682911	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340549	LOC105340549	sigma non-opioid intracellular receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337379	LOC105337379	glutamate--cysteine ligase catalytic subunit	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327956	LOC105327956	cilia- and flagella-associated protein 95	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347733	LOC105347733	large ribosomal subunit protein eL27	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340739	LOC105340739	coiled-coil domain-containing protein 178	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321179	LOC105321179	complexin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341355	LOC105341355	LIM/homeobox protein LMX-1.2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340032	LOC105340032	small ribosomal subunit protein eS8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332153	LOC105332153	uncharacterized LOC105332153	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336839	LOC105336839	mRNA decay activator protein ZFP36L1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320218	LOC105320218	uncharacterized LOC105320218	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682760	LOC117682760	uncharacterized LOC117682760	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328598	LOC105328598	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341100	LOC105341100	uncharacterized LOC105341100	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274811	LOC136274811	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328541	LOC105328541	tafazzin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334340	LOC105334340	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337746	LOC105337746	large ribosomal subunit protein eL13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324893	LOC105324893	uncharacterized LOC105324893	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320765	LOC105320765	uncharacterized LOC105320765	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619562	LOC109619562	uncharacterized LOC109619562	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328822	LOC105328822	afadin- and alpha-actinin-binding protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338612	LOC105338612	temptin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346280	LOC105346280	radixin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339052	LOC105339052	uncharacterized LOC105339052	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344578	LOC105344578	demethylmenaquinone methyltransferase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346368	LOC105346368	perlucin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328838	LOC105328838	prostaglandin reductase-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338330	LOC105338330	protein HID1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337483	LOC105337483	uncharacterized LOC105337483	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337057	LOC105337057	uncharacterized LOC105337057	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270504	LOC136270504	uncharacterized LOC136270504	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331495	LOC105331495	transmembrane protein 41B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322214	LOC105322214	probable acyl-CoA dehydrogenase 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337790	LOC105337790	cystinosin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346790	LOC105346790	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333593	LOC105333593	4-hydroxybutyrate coenzyme A transferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333623	LOC105333623	fibrinogen-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276177	LOC136276177	uncharacterized LOC136276177	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339787	LOC105339787	uncharacterized LOC105339787	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325381	LOC105325381	BTB/POZ domain-containing protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347387	LOC105347387	uncharacterized LOC105347387	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325181	LOC105325181	2-hydroxyacyl-CoA lyase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329796	LOC105329796	extracellular matrix organizing protein FRAS1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329428	LOC105329428	BLOC-2 complex member HPS3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269542	LOC136269542	integrin beta-like protein A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327149	LOC105327149	uncharacterized LOC105327149	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331518	LOC105331518	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329348	LOC105329348	tubulin alpha-1A chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692912	LOC117692912	glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328646	LOC105328646	large ribosomal subunit protein uL29m	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323545	LOC105323545	uncharacterized LOC105323545	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347392	LOC105347392	serine/threonine-protein kinase N2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346728	LOC105346728	RNA 3'-terminal phosphate cyclase-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339842	LOC105339842	leucine-rich repeat-containing protein 20	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319685	LOC105319685	astacin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319172	LOC105319172	uncharacterized LOC105319172	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337952	LOC105337952	centromere protein T	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343609	LOC105343609	uncharacterized LOC105343609	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680673	LOC117680673	heat shock protein 68	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329097	LOC105329097	uncharacterized LOC105329097	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324643	LOC105324643	differentially expressed in FDCP 8 homolog A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317789	LOC105317789	D(2) dopamine receptor A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327721	LOC105327721	protein HEXIM1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337126	LOC105337126	guanine nucleotide exchange factor C9orf72	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332560	LOC105332560	vitamin K-dependent gamma-carboxylase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276569	LOC136276569	uncharacterized LOC136276569	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345174	LOC105345174	uncharacterized LOC105345174	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343970	LOC105343970	protein yippee-like 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326625	LOC105326625	uncharacterized LOC105326625	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334575	LOC105334575	myelin expression factor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333845	LOC105333845	ADP-ribosylation factor-like protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346731	LOC105346731	large ribosomal subunit protein uL23	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272444	LOC136272444	uncharacterized LOC136272444	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332963	LOC105332963	uncharacterized LOC105332963	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322445	LOC105322445	ADAM 17-like protease	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328035	LOC105328035	uncharacterized LOC105328035	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321506	LOC105321506	calpain-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323167	LOC105323167	small ribosomal subunit protein eS27-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335692	LOC105335692	transmembrane prolyl 4-hydroxylase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325141	LOC105325141	uncharacterized LOC105325141	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341075	LOC105341075	uncharacterized LOC105341075	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326337	LOC105326337	transmembrane protein 128	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332598	LOC105332598	histone-lysine N-methyltransferase SETDB1-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324082	LOC105324082	FAS-associated factor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341618	LOC105341618	mitochondrial inner membrane m-AAA protease component paraplegin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321737	LOC105321737	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334555	LOC105334555	cholecystokinin receptor type A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320194	LOC105320194	uncharacterized LOC105320194	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343819	LOC105343819	26S proteasome non-ATPase regulatory subunit 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329000	LOC105329000	uncharacterized LOC105329000	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330214	LOC105330214	tribbles homolog 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329038	LOC105329038	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328903	LOC105328903	uncharacterized LOC105328903	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325671	LOC105325671	uncharacterized LOC105325671	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325434	LOC105325434	inactive rhomboid protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343288	LOC105343288	transmembrane protein 104	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328308	LOC105328308	uncharacterized LOC105328308	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331753	LOC105331753	cathepsin L	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342559	LOC105342559	hepatocyte growth factor receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319388	LOC105319388	small integral membrane protein 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325225	LOC105325225	epidermal growth factor-like protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320117	LOC105320117	probable splicing factor, arginine/serine-rich 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339906	LOC105339906	uncharacterized LOC105339906	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342453	LOC105342453	tetraspanin-8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276470	LOC136276470	uncharacterized LOC136276470	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690844	LOC117690844	uncharacterized LOC117690844	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322176	LOC105322176	histone-lysine N-methyltransferase SMYD3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328654	LOC105328654	tyrosine-protein phosphatase non-receptor type 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322922	LOC105322922	autophagy-related protein 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336163	LOC105336163	PHD finger protein 23B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322821	LOC105322821	uncharacterized LOC105322821	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333806	LOC105333806	solute carrier family 23 member 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318051	LOC105318051	multiple epidermal growth factor-like domains protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343045	LOC105343045	uncharacterized LOC105343045	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347016	LOC105347016	hillarin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683827	LOC117683827	uncharacterized LOC117683827	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330364	LOC105330364	uncharacterized LOC105330364	protein_coding	GCF_963853765.1-RS_2024_06
